region,location,siteID,depth,filter,subset,variable,value,color,restriction
Wakatobi,Wakatobi,WK_08,S,12um,S12,Dinoflagellata,19,high,unrestricted fishing
Wakatobi,Wakatobi,WK_09,M,0.4um,M04,Dinoflagellata,39,none,unrestricted fishing
Wakatobi,Wakatobi,WK_09,M,12um,M12,Dinoflagellata,16,high,unrestricted fishing
Wakatobi,Wakatobi,WK_09,S,0.4um,S04,Dinoflagellata,40,high,unrestricted fishing
Wakatobi,Wakatobi,WK_09,S,12um,S12,Dinoflagellata,22,high,unrestricted fishing
Wakatobi,Wakatobi,WK_11,M,0.4um,M04,Dinoflagellata,40,none,unrestricted fishing
Wakatobi,Wakatobi,WK_11,M,12um,M12,Dinoflagellata,16,high,unrestricted fishing
Wakatobi,Wakatobi,WK_11,S,0.4um,S04,Dinoflagellata,36,high,unrestricted fishing
Wakatobi,Wakatobi,WK_11,S,12um,S12,Dinoflagellata,24,high,unrestricted fishing
Wakatobi,Wakatobi,WK_12,M,0.4um,M04,Dinoflagellata,35,none,unrestricted fishing
Wakatobi,Wakatobi,WK_12,M,12um,M12,Dinoflagellata,18,high,unrestricted fishing
Wakatobi,Wakatobi,WK_12,S,0.4um,S04,Dinoflagellata,39,high,unrestricted fishing
Wakatobi,Wakatobi,WK_12,S,12um,S12,Dinoflagellata,17,high,unrestricted fishing
Wakatobi,Wakatobi,WK_15,M,0.4um,M04,Dinoflagellata,23,none,unrestricted fishing
Wakatobi,Wakatobi,WK_15,M,12um,M12,Dinoflagellata,39,high,unrestricted fishing
Wakatobi,Wakatobi,WK_15,S,0.4um,S04,Dinoflagellata,18,high,unrestricted fishing
Wakatobi,Wakatobi,WK_15,S,12um,S12,Dinoflagellata,23,high,unrestricted fishing
Wakatobi,Wakatobi,WK_16,M,0.4um,M04,Dinoflagellata,26,none,unrestricted fishing
Wakatobi,Wakatobi,WK_16,M,12um,M12,Dinoflagellata,42,high,unrestricted fishing
Wakatobi,Wakatobi,WK_16,S,0.4um,S04,Dinoflagellata,39,high,unrestricted fishing
Wakatobi,Wakatobi,WK_16,S,12um,S12,Dinoflagellata,36,high,unrestricted fishing
Wakatobi,Wakatobi,WK_18,M,0.4um,M04,Dinoflagellata,38,none,unrestricted fishing
Wakatobi,Wakatobi,WK_18,M,12um,M12,Dinoflagellata,25,high,unrestricted fishing
Wakatobi,Wakatobi,WK_18,S,12um,S12,Dinoflagellata,27,high,unrestricted fishing
Wakatobi,Wakatobi,WK_20,M,0.4um,M04,Dinoflagellata,50,none,unrestricted fishing
Wakatobi,Wakatobi,WK_20,M,12um,M12,Dinoflagellata,11,high,unrestricted fishing
Wakatobi,Wakatobi,WK_20,S,0.4um,S04,Dinoflagellata,45,high,unrestricted fishing
Wakatobi,Wakatobi,WK_20,S,12um,S12,Dinoflagellata,31,high,unrestricted fishing
